alpha,beta,sigma,specie
-4.54778654,3.023903528,0.064833541,LITHMOR
-4.481507801,3.083111036,0.058551968,LITHMOR
-4.475141472,3.006983413,0.065436966,LITHMOR
-4.524526822,3.042566448,0.058363277,LITHMOR
-4.346916089,2.971707761,0.062031915,LITHMOR
-4.560370923,2.970038959,0.062902589,LITHMOR
-4.457405222,3.024520274,0.06105863,LITHMOR
-4.479986356,3.023685714,0.063064329,LITHMOR
-4.42558385,2.984201131,0.063003841,LITHMOR
-4.514849363,3.007400183,0.061342827,LITHMOR
-4.552401399,3.054178399,0.061598168,LITHMOR
-4.342167473,2.978257207,0.066407691,LITHMOR
-4.452644342,3.053516931,0.070662282,LITHMOR
-4.34635244,3.021560942,0.064801426,LITHMOR
-4.557521718,3.032714614,0.060806358,LITHMOR
-4.483848014,2.975654893,0.061497353,LITHMOR
-4.463145747,3.028725713,0.060054958,LITHMOR
-4.449893828,3.037896888,0.065545676,LITHMOR
-4.53888784,2.997239899,0.062450757,LITHMOR
-4.447345591,3.023348643,0.067661002,LITHMOR
-4.428724368,2.981185051,0.065792213,LITHMOR
-4.523451692,3.015929169,0.065972524,LITHMOR
-4.496088062,2.99281412,0.060156316,LITHMOR
-4.353636458,3.004218039,0.061790196,LITHMOR
-4.618125644,2.994635132,0.060983976,LITHMOR
-4.446233456,3.050140471,0.057087276,LITHMOR
-4.402913128,3.004321591,0.059856415,LITHMOR
-4.607904464,2.986510917,0.058120561,LITHMOR
-4.573583231,3.014755266,0.063693753,LITHMOR
-4.457470728,2.969339821,0.064831267,LITHMOR
-4.327032837,3.039905156,0.064692878,LITHMOR
-4.483316306,3.067303052,0.064505835,LITHMOR
-4.604737884,3.064625457,0.059530586,LITHMOR
-4.423964305,2.97825567,0.063696009,LITHMOR
-4.445331287,3.037107345,0.069628771,LITHMOR
-4.524476733,3.000662889,0.06195952,LITHMOR
-4.348390902,3.019420675,0.060920475,LITHMOR
-4.460514278,2.994070198,0.058827305,LITHMOR
-4.43246289,3.019987221,0.059243432,LITHMOR
-4.582154848,2.979332272,0.063949603,LITHMOR
-4.514046531,3.013391975,0.062441722,LITHMOR
-4.392608373,3.052790917,0.069942454,LITHMOR
-4.557663279,3.044471238,0.065210692,LITHMOR
-4.433692655,2.992948486,0.062944006,LITHMOR
-4.460331319,3.020145046,0.06304696,LITHMOR
-4.399812061,3.012494759,0.065012435,LITHMOR
-4.497997678,3.058333929,0.0635789,LITHMOR
-4.56357009,3.025841591,0.05860356,LITHMOR
-4.354877559,3.065543301,0.061029558,LITHMOR
-4.548497853,3.026303232,0.065607419,LITHMOR
-4.473442667,2.986324373,0.064298853,LITHMOR
-4.514597468,2.983678564,0.060190912,LITHMOR
-4.589425488,3.042373576,0.06565121,LITHMOR
-4.69909079,3.038721813,0.059387606,LITHMOR
-4.520214121,3.05518722,0.065608805,LITHMOR
-4.411536359,3.076715373,0.063614494,LITHMOR
-4.475425045,3.067065063,0.058697334,LITHMOR
-4.412512103,3.05820637,0.062465759,LITHMOR
-4.547924397,2.985120303,0.065147668,LITHMOR
-4.604914828,3.061306759,0.062303416,LITHMOR
-4.429506067,3.06539544,0.061629802,LITHMOR
-4.537712098,2.981109574,0.066389003,LITHMOR
-4.374803645,2.998399272,0.058440092,LITHMOR
-4.734691531,3.080973793,0.065094674,LITHMOR
-4.339988993,3.097559443,0.05849758,LITHMOR
-4.449653066,3.013810738,0.065190052,LITHMOR
-4.386854587,3.034272579,0.062779604,LITHMOR
-4.556729086,3.007417864,0.060983756,LITHMOR
-4.505210631,2.978980031,0.069677686,LITHMOR
-4.490761518,2.980500853,0.063745661,LITHMOR
-3.866032556,2.985628652,0.104565874,LEPTCAV
-4.623717145,3.008480325,0.091240488,LEPTCAV
-4.27637895,3.021662028,0.080993884,LEPTCAV
-3.810094523,2.961701875,0.093326574,LEPTCAV
-4.334156083,2.894585928,0.076623542,LEPTCAV
-4.610655492,2.722523932,0.107780519,LEPTCAV
-4.059786208,2.938210265,0.092978212,LEPTCAV
-4.276655882,2.985037795,0.08753991,LEPTCAV
-4.247735307,2.920480601,0.086950148,LEPTCAV
-4.716631409,2.863500942,0.084558876,LEPTCAV
-4.198927669,2.808140269,0.080313094,LEPTCAV
-4.427969129,2.935297145,0.08934281,LEPTCAV
-4.605703854,2.853072344,0.089947724,LEPTCAV
-4.212987428,2.860866704,0.08489977,LEPTCAV
-4.234042157,2.931094579,0.08581579,LEPTCAV
-4.474809612,2.686206819,0.101920928,LEPTCAV
-4.350710523,2.931518618,0.09248399,LEPTCAV
-4.219057023,2.782299261,0.094637194,LEPTCAV
-4.544950994,2.774213699,0.102097776,LEPTCAV
-4.395441817,2.988812265,0.081182828,LEPTCAV
-4.632852645,2.885698493,0.086693101,LEPTCAV
-4.719220008,2.731827195,0.113999334,LEPTCAV
-4.326913992,2.873644396,0.09408341,LEPTCAV
-4.251282441,2.990135547,0.093759434,LEPTCAV
-4.542542581,2.925619878,0.099046989,LEPTCAV
-3.957349399,2.898431289,0.092500174,LEPTCAV
-4.383960789,2.866641161,0.080948963,LEPTCAV
-4.576481808,3.111552107,0.079961011,LEPTCAV
-4.425790836,2.908123885,0.088597975,LEPTCAV
-4.208625007,2.785021246,0.101735802,LEPTCAV
-3.895987382,2.898021843,0.083867101,LEPTCAV
-4.406030861,3.020551626,0.100477832,LEPTCAV
-4.33634062,3.14985336,0.091475608,LEPTCAV
-4.321323051,2.894444249,0.073671564,LEPTCAV
-4.137384329,2.847634479,0.0796231,LEPTCAV
-4.668809245,2.948392766,0.083546475,LEPTCAV
-4.18711961,2.93668634,0.105196416,LEPTCAV
-4.291031678,2.956448113,0.083026867,LEPTCAV
-4.560352402,2.765114308,0.082852074,LEPTCAV
-4.429975062,2.970873054,0.088148929,LEPTCAV
-3.782975521,2.857467267,0.09149412,LEPTCAV
-4.471858171,2.842964228,0.134323368,LEPTCAV
-4.493477497,2.968566511,0.087855716,LEPTCAV
-4.186491496,2.976305375,0.08741236,LEPTCAV
-4.353210455,3.080568874,0.078975342,LEPTCAV
-4.41046695,2.908707805,0.092372364,LEPTCAV
-3.998623473,2.989950752,0.087193438,LEPTCAV
-4.209633396,2.916083452,0.08034788,LEPTCAV
-4.580801077,2.930245077,0.120895665,LEPTCAV
-4.211024916,2.955335992,0.09788911,LEPTCAV
-3.841175777,2.763257938,0.094632948,LEPTCAV
-3.870494438,2.966208206,0.091037494,LEPTCAV
-4.297542221,3.090350203,0.084750102,LEPTCAV
-4.281363895,2.90926642,0.079324289,LEPTCAV
-3.85411555,2.963382375,0.098935559,LEPTCAV
-4.26503329,2.970728376,0.097740091,LEPTCAV
-4.20562124,2.987811582,0.094934229,LEPTCAV
-3.961660501,2.892385835,0.086559021,LEPTCAV
-4.077739439,2.901407372,0.084389912,LEPTCAV
-4.588880249,3.00673063,0.086306284,LEPTCAV
-4.563076733,3.007256413,0.095443944,LEPTCAV
-4.291478457,2.933973898,0.09777714,LEPTCAV
-4.411466313,2.735164784,0.11058281,LEPTCAV
-4.751635026,2.801859701,0.111765903,LEPTCAV
-4.515750552,2.92505824,0.073547338,LEPTCAV
-4.504289991,2.938337087,0.09272294,LEPTCAV
-3.934495246,2.924765705,0.097888103,LEPTCAV
-4.579165818,2.780267141,0.091666063,LEPTCAV
-4.540810219,2.876196283,0.092694234,LEPTCAV
-4.18602384,2.774714897,0.08956243,LEPTCAV
-4.117735139,3.103912466,0.095489587,LEPTCAV
-4.194742445,2.842448755,0.090888095,LEPTCAV
-4.209961914,2.895071652,0.102277167,LEPTCAV
-4.528085138,2.864946936,0.104757706,LEPTCAV
-4.195928462,2.823846047,0.095071971,LEPTCAV
-4.497700489,2.787524019,0.100141151,LEPTCAV
-4.670409886,2.786806781,0.092580004,LEPTCAV
-4.47747253,2.91908155,0.087453919,LEPTCAV
-4.351077461,2.940790024,0.099707417,LEPTCAV
-4.322064382,2.987197915,0.110928796,LEPTCAV
-4.273987688,2.961691689,0.088434155,LEPTCAV
-4.265586679,2.842096825,0.096016152,LEPTCAV
-4.368322886,2.816542644,0.085237123,LEPTCAV
-4.426611382,2.862092592,0.100198558,LEPTCAV
-4.524812719,2.950452853,0.087250005,LEPTCAV
-4.647704458,2.713484449,0.093876039,LEPTCAV
-4.282769479,2.976793483,0.09408934,LEPTCAV
-4.480720803,2.999354343,0.099294814,LEPTCAV
-4.390981748,2.826193544,0.084765906,LEPTCAV
-4.027727446,2.883886878,0.098012323,LEPTCAV
-3.966262226,2.713181597,0.099840568,LEPTCAV
-4.260578692,2.997234618,0.089766742,LEPTCAV
-4.441161547,2.942219743,0.084381402,LEPTCAV
-4.007635332,2.805621575,0.083457053,LEPTCAV
-4.121864134,3.010588377,0.095830413,LEPTCAV
-4.465517089,2.725069877,0.089890356,LEPTCAV
-4.131379507,3.045919868,0.089875052,LEPTCAV
-4.154094361,2.946074186,0.089055934,LEPTCAV
-3.928589524,2.921779694,0.078943062,LEPTCAV
-4.249446728,2.909541568,0.088379068,LEPTCAV
-3.937844524,2.993410576,0.071813768,SCORSCO
-4.093335945,2.995051735,0.072668168,SCORSCO
-3.916648501,3.015058251,0.072687556,SCORSCO
-3.976548948,2.92252278,0.072841932,SCORSCO
-3.924501314,2.951775838,0.072664594,SCORSCO
-3.978486639,2.985778394,0.072256015,SCORSCO
-3.950766903,2.983252163,0.069775896,SCORSCO
-3.96867528,2.995484076,0.092214161,SCORSCO
-3.997178658,2.943960186,0.072561531,SCORSCO
-4.05386531,3.032416027,0.070453298,SCORSCO
-4.003072759,3.01691517,0.077610872,SCORSCO
-3.941857519,2.992644506,0.083355703,SCORSCO
-3.999108285,3.020193324,0.072257437,SCORSCO
-3.977772761,2.959332185,0.065387082,SCORSCO
-3.979169057,2.988879632,0.072314021,SCORSCO
-3.831353872,3.025705883,0.072363109,SCORSCO
-3.878588859,2.943901044,0.067331959,SCORSCO
-3.979384828,3.001722204,0.062092676,SCORSCO
-4.020717733,2.996889291,0.07247005,SCORSCO
-4.080854435,3.011960734,0.071860827,SCORSCO
-3.977853186,2.963664916,0.072608328,SCORSCO
-3.763967102,3.010810433,0.072542008,SCORSCO
-4.005983457,2.996447139,0.072620586,SCORSCO
-3.86980227,3.017253441,0.070924072,SCORSCO
-3.932802745,3.001211191,0.072595357,SCORSCO
-3.978568437,2.949304957,0.061749797,SCORSCO
-3.874772273,2.999621824,0.076274558,SCORSCO
-3.979737245,2.976588411,0.058345681,SCORSCO
-4.016049511,3.049200753,0.083838087,SCORSCO
-3.877894073,3.01452485,0.072411389,SCORSCO
-3.961845458,2.995846491,0.071128512,SCORSCO
-3.985078842,2.948362029,0.088301322,SCORSCO
-3.979920329,2.993227029,0.085363578,SCORSCO
-4.090419614,3.023857958,0.073417941,SCORSCO
-3.979994059,2.959536479,0.072657245,SCORSCO
-3.979408458,2.992812886,0.065366674,SCORSCO
-3.929672171,2.951835726,0.085009911,SCORSCO
-3.928378794,2.995568328,0.068460905,SCORSCO
-3.978747599,2.977156442,0.067882672,SCORSCO
-4.228073821,2.992206382,0.072759274,SCORSCO
-3.978818793,3.001472942,0.09234415,SCORSCO
-3.858216225,2.994537994,0.065843862,SCORSCO
-3.977258938,2.977308106,0.083107982,SCORSCO
-3.849267724,2.984168166,0.069018345,SCORSCO
-3.978180481,2.994668509,0.075475973,SCORSCO
-3.978767878,2.951760789,0.089334965,SCORSCO
-3.850825555,2.990040329,0.072392698,SCORSCO
-3.892833432,2.992024951,0.064610533,SCORSCO
-3.978819241,2.993539636,0.07254034,SCORSCO
-3.97960515,3.066059925,0.074639338,SCORSCO
-3.885961013,2.940361836,0.092843721,SCORSCO
-4.174731238,2.934248735,0.079352666,SCORSCO
-3.954399597,2.994768865,0.062906176,SCORSCO
-4.001553431,2.961849533,0.069023723,SCORSCO
-4.079187919,2.995519627,0.079680372,SCORSCO
-4.00846216,3.004527245,0.072392085,SCORSCO
-3.799482292,2.906050618,0.07235738,SCORSCO
-3.991480068,3.015836291,0.068994735,SCORSCO
-3.97936622,2.984447204,0.090628235,SCORSCO
-3.942295666,2.96994934,0.081065703,SCORSCO
-3.97943544,2.982089891,0.060867398,SCORSCO
-3.96330838,2.976245571,0.072444332,SCORSCO
-3.993214727,2.948003103,0.077899084,SCORSCO
-3.976256916,3.007167991,0.072653588,SCORSCO
-3.872650528,2.993227029,0.072533104,SCORSCO
-3.97701899,2.992838344,0.068539382,SCORSCO
-3.910770554,2.951052417,0.076911164,SCORSCO
-3.857628573,2.982172132,0.066083404,SCORSCO
-3.883934363,2.992826929,0.069362513,SCORSCO
-4.013947586,2.952971388,0.062073511,SCORSCO
-3.965255211,2.993807939,0.079958123,SCORSCO
-3.87730809,2.950025286,0.076584103,SCORSCO
-3.982314901,2.99272114,0.072667824,SCORSCO
-3.877702958,2.993515922,0.072074724,SCORSCO
-4.031230314,3.015619691,0.067805783,SCORSCO
-3.979129755,2.976881402,0.072500089,SCORSCO
-3.839899365,2.974453774,0.0695877,SCORSCO
-3.912435335,3.099980682,0.065508045,SCORSCO
-3.978742631,2.995366148,0.071670578,SCORSCO
-3.97975938,2.940977133,0.072628523,SCORSCO
-3.833741054,2.975853363,0.07227029,SCORSCO
-3.979171538,3.025637522,0.067625181,SCORSCO
-3.914053486,2.96197776,0.071659675,SCORSCO
-3.928294138,3.003754026,0.079277159,SCORSCO
-4.03504371,2.966423721,0.072666628,SCORSCO
-3.980009253,2.995565726,0.078812274,SCORSCO
-3.764951467,3.00553551,0.072662965,SCORSCO
-3.72245626,2.961566227,0.067742968,SCORSCO
-3.883344677,2.960341645,0.072499559,SCORSCO
-4.046003753,2.959614516,0.063562287,SCORSCO
-3.979228509,2.909269234,0.072453104,SCORSCO
-4.042241895,2.956608221,0.072516321,SCORSCO
-3.952632903,2.958188284,0.082860599,SCORSCO
-3.979211968,2.982550167,0.072525992,SCORSCO
-4.075238496,2.993204675,0.073185857,SCORSCO
-4.003363107,3.022327259,0.086746378,SCORSCO
-3.955995547,2.992588451,0.073826768,SCORSCO
-4.228032043,2.970479178,0.072620586,SCORSCO
-3.978703994,2.983563924,0.068857994,SCORSCO
-3.946368571,2.989897044,0.077667464,SCORSCO
-3.871173656,2.923656852,0.137686164,URANSCA
-3.875774475,2.941610676,0.112449563,URANSCA
-3.669681162,3.016907397,0.132787576,URANSCA
-3.964624329,2.992466939,0.125036348,URANSCA
-3.764452261,2.96960768,0.133500585,URANSCA
-3.957129729,2.911530168,0.117363542,URANSCA
-3.67263456,2.946022195,0.134653223,URANSCA
-3.961662441,2.952705111,0.135587252,URANSCA
-3.881757951,2.970870977,0.120005845,URANSCA
-3.816725873,3.021653133,0.124968728,URANSCA
-3.986595013,2.990275137,0.115970193,URANSCA
-3.810244028,2.958156588,0.130176558,URANSCA
-3.572857803,3.033446321,0.12185059,URANSCA
-4.023870304,2.917424731,0.126692648,URANSCA
-3.871965523,2.849944871,0.135196387,URANSCA
-3.691622077,3.054233847,0.127231893,URANSCA
-4.004596429,2.880719938,0.122640045,URANSCA
-3.971002782,2.954642747,0.140989386,URANSCA
-3.860094201,3.020655179,0.134314718,URANSCA
-3.764456076,2.967351529,0.125583845,URANSCA
-3.829506625,2.896551867,0.123167941,URANSCA
-3.579216626,2.893894499,0.130704686,URANSCA
-3.75682943,2.962631413,0.119359904,URANSCA
-3.981536718,2.923870475,0.115300179,URANSCA
-3.705667564,2.894314455,0.120533665,URANSCA
-3.872500897,3.004747756,0.127760967,URANSCA
-4.164469019,2.921555333,0.123739672,URANSCA
-3.988186354,2.918756155,0.126136713,URANSCA
-3.643131665,2.902146976,0.120749204,URANSCA
-3.829597399,3.00094444,0.1228398,URANSCA
-3.878401847,2.93293884,0.147613222,URANSCA
-4.011310807,2.897356243,0.118121076,URANSCA
-3.955446109,2.933923968,0.133317982,URANSCA
-4.187085154,2.952327603,0.124442512,URANSCA
-3.873877328,2.907313994,0.124723774,URANSCA
-3.892236946,2.939527413,0.12819428,URANSCA
-3.766603268,2.890331273,0.131871464,URANSCA
-3.663454046,2.963991074,0.131195229,URANSCA
-4.170794794,2.98705591,0.131620516,URANSCA
-3.856852047,2.94402939,0.124265531,URANSCA
-3.950574629,2.901347681,0.118526709,URANSCA
-3.971520226,2.857962216,0.124919402,URANSCA
-3.873354634,2.958938811,0.124531319,URANSCA
-3.954330828,2.946782729,0.137717859,URANSCA
-3.975580809,2.876292427,0.115876307,URANSCA
-3.816368001,2.893021639,0.123499022,URANSCA
-3.951125232,2.988108686,0.135016377,URANSCA
-3.730883999,2.953753118,0.134790845,URANSCA
-3.95243635,2.838762363,0.134424168,URANSCA
-3.848778513,2.991091169,0.122701571,URANSCA
-3.940852405,2.961497292,0.129183222,URANSCA
-3.919654303,2.912047129,0.108821264,URANSCA
-3.865772349,2.962967162,0.117794871,URANSCA
-3.816461883,2.896694364,0.121624543,URANSCA
-3.756003591,2.934496663,0.124227908,URANSCA
-3.766400705,2.904989988,0.118482571,URANSCA
-4.119828891,2.85399153,0.115073749,URANSCA
-4.026288219,2.907787253,0.116582279,URANSCA
-3.986483001,3.004924126,0.12994699,URANSCA
-3.767106915,2.860884418,0.127874763,URANSCA
-3.942205385,2.955291374,0.122453626,URANSCA
-3.769444939,3.009052436,0.125844616,URANSCA
-4.188124605,2.905089722,0.117875954,URANSCA
-3.881702039,3.021512038,0.127876446,URANSCA
-3.916974336,2.937752721,0.131335706,URANSCA
-4.035554049,2.966692373,0.123680618,URANSCA
-3.765034629,3.003576642,0.126921159,URANSCA
-3.883518692,2.983157353,0.123468768,URANSCA
-3.733048104,2.898191172,0.124105559,URANSCA
-3.871808454,2.870403149,0.124138248,URANSCA
-4.171678144,2.969024539,0.118055609,URANSCA
-3.928957558,2.906632484,0.14002612,URANSCA
-3.710379038,2.927576637,0.134524735,URANSCA
-3.747793347,2.995787274,0.134842192,URANSCA
-3.766703415,2.932823354,0.127081677,URANSCA
-4.120624253,2.912154574,0.123161364,URANSCA
-3.892904737,2.978995664,0.132196456,URANSCA
-3.887146953,3.000200118,0.132796941,URANSCA
-3.780402702,2.947536089,0.117428038,URANSCA
-3.830565309,2.980773647,0.127181385,URANSCA
-3.749487395,2.899262844,0.130520885,URANSCA
-3.868786441,2.959038627,0.133129741,URANSCA
-4.151495476,2.888962515,0.127540577,URANSCA
-3.754262883,2.92093482,0.134786211,URANSCA
-4.009795131,2.904953437,0.119153754,URANSCA
-3.874801731,2.959261311,0.121903981,URANSCA
-4.311344909,2.957755642,0.11754238,URANSCA
-3.753362622,2.948499503,0.133751222,URANSCA
-3.797466648,2.857446896,0.125443466,URANSCA
-3.866886563,2.899242136,0.127312612,URANSCA
-3.843774443,2.923432156,0.133469827,URANSCA
-3.862958827,2.888694039,0.13022817,URANSCA
-3.848274548,3.018992542,0.126658451,URANSCA
-4.132492981,2.989511963,0.141837651,URANSCA
-3.905928206,2.977375954,0.121371732,URANSCA
-3.84555825,3.028388309,0.12140024,URANSCA
-4.174815304,2.98448456,0.121364334,URANSCA
-3.936313791,2.911677518,0.124257695,URANSCA
-3.916104257,2.896892347,0.116930978,URANSCA
-3.867384941,2.912686814,0.121194574,URANSCA
-5.106493764,3.106845519,0.068351871,SOLEAEG
-5.185110011,3.187337607,0.073395768,SOLEAEG
-5.284665547,3.130309555,0.072739787,SOLEAEG
-5.154388277,3.165140542,0.078063546,SOLEAEG
-5.036959394,3.157452163,0.073701398,SOLEAEG
-4.790454042,3.123467643,0.077981875,SOLEAEG
-5.09870036,3.107254067,0.079437441,SOLEAEG
-4.999750154,3.132861908,0.068372322,SOLEAEG
-5.052944761,3.119626698,0.073582165,SOLEAEG
-5.032872841,3.069440145,0.077063403,SOLEAEG
-5.064254198,3.181927008,0.073578961,SOLEAEG
-5.046064445,3.034578317,0.06664819,SOLEAEG
-5.103464011,3.166301055,0.070505831,SOLEAEG
-5.031746174,3.134000646,0.070135267,SOLEAEG
-5.140086252,3.143486391,0.075362431,SOLEAEG
-5.021726839,3.084598682,0.068994514,SOLEAEG
-5.211796485,3.119405299,0.076495196,SOLEAEG
-5.056482523,3.12876472,0.074615264,SOLEAEG
-5.011937213,3.146711365,0.07015534,SOLEAEG
-4.923313267,3.10992133,0.069580131,SOLEAEG
-4.987359884,3.131591792,0.073865233,SOLEAEG
-4.906055155,3.117791632,0.068411599,SOLEAEG
-5.007350675,3.1071396,0.073076751,SOLEAEG
-5.228449525,3.134682991,0.065323732,SOLEAEG
-5.040100688,3.106870404,0.076788678,SOLEAEG
-4.983732266,3.192349017,0.065201768,SOLEAEG
-5.065843759,3.1071396,0.064164145,SOLEAEG
-4.885798904,3.101922895,0.068542522,SOLEAEG
-5.03917266,3.107436262,0.079446573,SOLEAEG
-5.174499977,3.094304562,0.070999584,SOLEAEG
-4.952640405,3.117819119,0.069367945,SOLEAEG
-4.948822522,3.107663703,0.076216185,SOLEAEG
-5.033936459,3.143800138,0.074513344,SOLEAEG
-5.127906796,3.12719087,0.071565118,SOLEAEG
-4.884516428,3.130377484,0.070591718,SOLEAEG
-5.032499254,3.120924502,0.07473378,SOLEAEG
-5.111134842,3.114537065,0.077519439,SOLEAEG
-4.911111915,3.115446195,0.06508596,SOLEAEG
-4.963510884,3.113816162,0.0734852,SOLEAEG
-5.005426215,3.151367467,0.081914205,SOLEAEG
-4.971785259,3.103998125,0.06901738,SOLEAEG
-5.031693092,3.070354968,0.074604498,SOLEAEG
-5.058079316,3.079080017,0.073514621,SOLEAEG
-5.022996355,3.14973759,0.064804973,SOLEAEG
-4.856067274,3.112160087,0.075124356,SOLEAEG
-5.119897697,3.13238853,0.07216945,SOLEAEG
-5.013693167,3.11373384,0.069925845,SOLEAEG
-4.908991637,3.140615335,0.076271086,SOLEAEG
-5.194868941,3.108862067,0.075237977,SOLEAEG
-5.186661113,3.048099343,0.067943488,SOLEAEG
-4.934810608,3.071116705,0.066618252,SOLEAEG
-4.992052407,3.088624519,0.064565313,SOLEAEG
-4.958955807,3.090574549,0.069464399,SOLEAEG
-5.087397588,3.092337375,0.071325975,SOLEAEG
-4.962043081,3.199762732,0.075171605,SOLEAEG
-4.965412438,3.136507511,0.070890578,SOLEAEG
-4.990092159,3.159733391,0.069678362,SOLEAEG
-4.972320392,3.080670922,0.072631834,SOLEAEG
-5.286523021,3.199834209,0.076130918,SOLEAEG
-5.090849438,3.111346546,0.069930429,SOLEAEG
-5.146622818,3.17659153,0.073453831,SOLEAEG
-5.067942479,3.131856344,0.077046847,SOLEAEG
-5.068534812,3.118600301,0.069673928,SOLEAEG
-5.058171175,3.133519241,0.073656584,SOLEAEG
-5.002468908,3.111568819,0.070236516,SOLEAEG
-5.165305966,3.098474301,0.073663644,SOLEAEG
-5.09140968,3.117115528,0.079319096,SOLEAEG
-5.072348171,3.111351186,0.074050319,SOLEAEG
-5.100827504,3.182540392,0.071140334,SOLEAEG
-5.009367227,3.117146485,0.072965553,SOLEAEG
-4.845727207,3.05663723,0.066088428,SOLEAEG
-5.143310475,3.083393221,0.072991828,SOLEAEG
-4.827250476,3.139718801,0.073342212,SOLEAEG
-5.069938932,3.134791314,0.075717928,SOLEAEG
-5.006487372,3.124926701,0.065836996,SOLEAEG
-4.897127503,3.150197884,0.072663374,SOLEAEG
-5.008700265,3.163039121,0.066941945,SOLEAEG
-5.038732403,3.084560206,0.078062588,SOLEAEG
-5.067713326,3.166188361,0.071029911,SOLEAEG
-5.107936319,3.193131893,0.080524149,SOLEAEG
-5.136103377,3.129717708,0.068315547,SOLEAEG
-5.060033566,3.117280997,0.072008851,SOLEAEG
-5.075728274,3.131433986,0.074219862,SOLEAEG
-4.954459706,3.134773879,0.072888605,SOLEAEG
-5.038676045,3.137866691,0.077014676,SOLEAEG
-5.162122523,3.119162522,0.070388174,SOLEAEG
-5.004244197,3.158840638,0.070962847,SOLEAEG
-4.912525207,3.124060988,0.066077985,SOLEAEG
-4.937644229,3.139417721,0.066432532,SOLEAEG
-5.159875818,3.152043802,0.076125229,SOLEAEG
-5.004823339,3.116623602,0.067153749,SOLEAEG
-5.177375623,3.118048087,0.075108999,SOLEAEG
-4.973057826,3.142168881,0.070552771,SOLEAEG
-5.076654373,3.154583078,0.071853311,SOLEAEG
-5.040192455,3.11066191,0.074168387,SOLEAEG
-4.924516426,3.075073663,0.071097835,SOLEAEG
-5.061268302,3.146938649,0.073735728,SOLEAEG
-5.038004603,3.122280938,0.071884706,SOLEAEG
-4.963665845,3.128997675,0.066604144,SOLEAEG
-5.115509809,3.083234198,0.069679402,SOLEAEG
-4.701809886,2.999341541,0.099101699,GADUMER
-4.90616472,2.987643472,0.089899382,GADUMER
-4.981479527,2.934644848,0.093449205,GADUMER
-4.735270946,2.950115613,0.098843765,GADUMER
-4.802263989,2.894207436,0.088473999,GADUMER
-4.543130393,2.94551212,0.09204566,GADUMER
-4.791403267,2.923993194,0.098647264,GADUMER
-4.918426788,2.951206214,0.104963424,GADUMER
-4.696497209,3.02305241,0.093309852,GADUMER
-4.695744147,2.949492043,0.094396127,GADUMER
-4.687897501,3.032857537,0.097466088,GADUMER
-4.692244699,2.951878109,0.097811257,GADUMER
-4.958047859,2.973326462,0.090349472,GADUMER
-4.620652759,2.961313066,0.091273383,GADUMER
-4.728775131,2.945723494,0.08834031,GADUMER
-4.678066143,2.963866657,0.088282398,GADUMER
-4.759961514,3.004622454,0.092685395,GADUMER
-4.818453911,2.984048091,0.097731335,GADUMER
-4.663172112,2.941194794,0.092596867,GADUMER
-4.86558025,2.985891153,0.093128297,GADUMER
-4.92343341,2.968086771,0.089499977,GADUMER
-5.092759294,2.938748138,0.104112946,GADUMER
-4.83031879,2.94938733,0.096575832,GADUMER
-4.422008564,3.056823803,0.098500947,GADUMER
-4.448869951,3.011563343,0.093830157,GADUMER
-4.463341286,2.946981574,0.092950871,GADUMER
-4.747251488,2.949573416,0.0908016,GADUMER
-4.737319389,3.037578127,0.097288985,GADUMER
-4.946466347,2.94894108,0.098348769,GADUMER
-4.736970745,2.937967035,0.090557111,GADUMER
-4.832349407,2.963577522,0.102491561,GADUMER
-4.538799225,2.991968593,0.09199299,GADUMER
-4.736317038,2.866163621,0.092980828,GADUMER
-4.514777016,2.949915246,0.090238669,GADUMER
-4.642752356,2.982675456,0.087219763,GADUMER
-4.683456477,2.864626585,0.089499921,GADUMER
-4.586194014,2.909306471,0.09380229,GADUMER
-5.09339262,2.99371274,0.101877844,GADUMER
-4.444143467,2.902997163,0.094667895,GADUMER
-4.687295482,2.940049556,0.09280789,GADUMER
-4.450541532,2.942549338,0.080158532,GADUMER
-4.617686712,3.03135843,0.106086074,GADUMER
-4.625759352,2.984293273,0.08913837,GADUMER
-4.588804552,2.924950642,0.095103266,GADUMER
-4.707343981,2.887182394,0.092055576,GADUMER
-4.832767655,2.948314979,0.091475553,GADUMER
-4.708405045,2.946346315,0.081171757,GADUMER
-4.694857554,2.970175535,0.08780337,GADUMER
-4.444828945,2.92254216,0.092132345,GADUMER
-4.52910674,2.956122796,0.092479989,GADUMER
-4.750426899,2.923383807,0.101913376,GADUMER
-4.684922256,2.926079168,0.09710695,GADUMER
-4.875956684,2.942692174,0.095636599,GADUMER
-4.578704175,2.945565556,0.087947493,GADUMER
-4.694476573,2.927939618,0.095281686,GADUMER
-4.861994803,2.901545099,0.091907294,GADUMER
-4.689025058,2.949239425,0.08806924,GADUMER
-4.695319535,2.868550156,0.093558464,GADUMER
-4.742358516,2.947330101,0.107739762,GADUMER
-4.72815963,2.950006647,0.095703638,GADUMER
-4.377181907,2.980568656,0.094898724,GADUMER
-4.54708567,2.987342835,0.090440944,GADUMER
-4.878458526,2.948658129,0.096065587,GADUMER
-4.620284518,2.933707111,0.087521146,GADUMER
-4.791478048,2.85344146,0.096398072,GADUMER
-4.448309397,2.864253029,0.097612812,GADUMER
